Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3266,03/24/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA -Meyers MS Jazz Band/Chorus/Chamber Orchestra - Albany City SD,NYSSMA Meyers MS Albany,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Meyers MS Jazz Band/Chorus/Chamber Orchestra - Albany City SD,Southern End of Concourse Performance Area,FREE, 
3261,03/23/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Newcomb HS Bell Ensemble,NYSSMA Newcomb HS Bell En,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Newcomb HS Bell Ensemble,Southern End of Concourse Performance Area,FREE, 
3262,03/23/2016,12:25 PM,1:10 PM,MIOSM-Music In Our Schools Month  NYSSMA Jorden-Elbridge MS Junior Eagles Band,NYSSMA Jorden-Elbridge MS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Jorden-Elbridge MS Junior Eagles,Southern End of Concourse Performance Area,FREE, 
3263,03/23/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA -  Bridgehampton  School Marimba Ensemble CSD,NYSSMA Bridgehampton CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Bridgehampton School Marimba Ensemble,Southern End of Concourse Performance Area,FREE, 
3155,03/23/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3256,03/22/2016,11:30 AM,12:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Covert Avenue School Ensemble Elmont UFSD,NYSSMA Elmont UFSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Covert Avenue School String Ensemble Elmont UFSD,Southern End of Concourse Performance Area,FREE, 
3257,03/22/2016,12:00 PM,12:30 PM,MIOSM-Music In Our Schools Month  NYSSMA Gotham Avenue CSD Jazz Ensemble,NYSSMA Gotham Avenue CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Gotham Avenue School Jazz Ensemble,Southern End of Concourse Performance Area,FREE, 
3258,03/22/2016,12:30 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA Clara H. Carlsen Elementary School Wind Ensemble,NYSSMA Clara H. Carlsen,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Clara H. Carlsen Elementary School Wind Ensemble,Southern End of Concourse Performance Area,FREE, 
3259,03/22/2016,1:00 PM,1:30 PM,MIOSM-Music In Our Schools Month  NYSSMA St. Regis Falls CS Senior Band,NYSSMA St. Regis Falls CS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!St. Regis Falls CS  Senior Band,Southern End of Concourse Performance Area,FREE, 
3250,03/21/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Fort Plain HS Jazz Band,NYSSMA Fort Plain HS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Fort Plain HS Jazz Band,Southern End of Concourse Performance Area,FREE, 
3251,03/21/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Girls Prep Bronx Elementary Charter School Choir -NYC,NYSSMA Girls Prep -NYC,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Girls Prep Bronx Elementary Charter School Choir -NYC,Southern End of Concourse Performance Area,FREE, 
3252,03/21/2016,1:00 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Beaver River CS,NYSSMA Beaver River CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Beaver River CS Choraleers/Jazz Ensemble,Southern End of Concourse Performance Area,FREE, 
3248,03/18/2016,11:30 AM,12:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Robert L. Bradley Elementary Chorus New Hartford CSD,NYSSMA Hartford CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Robert L. Bradley Elementary Chorus - New Hartford  CSD,Southern End of Concourse Performance Area,FREE, 
3249,03/18/2016,12:00 PM,12:45 PM,MIOSM-Music In Our Schools Month  NYSSMA - Cornwall MS Chorus/Band/Or,NYSSMA Cornwell CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Cornwall MS Chorus/Band/Orchestra - Cornwall  CSD,Southern End of Concourse Performance Area,FREE, 
3205,03/18/2016,10:00 AM,2:00 PM,Music Sales - Help fight AIDS through Books and Music,Music Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,Empire State Plaza South Concourse,Free, 
3245,03/17/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Carthage HS Jazz Ensemble/Camerata Singers,NYSSMA Carthase HS Jazz,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Carthage HS  Jazz Ensemble/Camerata Singers,Southern End of Concourse Performance Area,FREE, 
3246,03/17/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Ballston Spa HS String Orchestra/Concert Band CSD,NYSSMA Ballston Spa HS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Ballston Spa HS String Orchestra/Concert Band,Southern End of Concourse Performance Area,FREE, 
3247,03/17/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Salmon River HS,NYSSMA Salmon River HS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Salmon River HS Concert Band,Southern End of Concourse Performance Area,FREE, 
3205,03/17/2016,10:00 AM,2:00 PM,Music Sales - Help fight AIDS through Books and Music,Music Sale,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,Empire State Plaza South Concourse,Free, 
3235,03/16/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Fort Edward HS Concert Band,NYSSMA Fort Edward HS CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Fort Edward HS Concert Band,Southern End of Concourse Performance Area,FREE, 
3236,03/16/2016,12:25 PM,1:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Southhampton HS String Orchestra,NYSSMA South Hampton HS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Southhampton HS String Orchestra,Southern End of Concourse Performance Area,FREE, 
3155,03/16/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3233,03/15/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Robert Moses MS Jazz N. Babylon SD,NYSSMA N. Babylon CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Robert Moses MS Jazz Ens/Boys Chorus/Girls Chorus/Sax Ens - N. Babylon SD,Southern End of Concourse Performance Area,FREE, 
3234,03/15/2016,12:25 PM,1:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Queensbury MS CSD,NYSSMA Queensbury CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Queensbury MS Jazz Ensemble/Chorus/Orchestra - Queensbury UFSD,Southern End of Concourse Performance Area,FREE, 
3232,03/14/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Edward R. Murrow HS,NYSSMA Edward R. Murrow,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Edward R. Murrow HS Concert Band  Junior Chorus and String Orchestra - District 21 NYC,Southern End of Concourse Performance Area,FREE, 
3232,03/14/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Edward R. Murrow HS,NYSSMA Edward R. Murrow,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Edward R. Murrow HS Concert Band  Junior Chorus and String Orchestra - District 21 NYC,Southern End of Concourse Performance Area,FREE, 
3232,03/14/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Edward R. Murrow HS,NYSSMA Edward R. Murrow,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Edward R. Murrow HS Concert Band  Junior Chorus and String Orchestra - District 21 NYC,Southern End of Concourse Performance Area,FREE, 
3201,03/12/2016,9:00 AM,11:00 AM,Try Hockey For Free,Try Hockey For Free,This event is designed to provide kids  between the ages of 4 to 9  a completely free experience to try youth hockey. A limited amount of equipment is available to borrow. Our top coaches will be on the ice to assist your child in learning the basics. Your son or daughter does not need any previous skating or hockey experience.,Empire State Plaza Ice Rink,Free but Pre-registration is required, 
3230,03/11/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Charles O. Dewey MS,NYSSMA Charles O. Dewey,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Charles O. Dewey MS Chorus - District 15 NYC,Southern End of Concourse Performance Area,FREE, 
3231,03/11/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Farnsworth MS Band,NYSSMA Farnsworth MS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Farnsworth MS Band/Singing Dutch Boys/Jazz Ensemble - Guilderland CSD,Southern End of Concourse Performance Area,FREE, 
3226,03/10/2016,11:30 AM,12:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Cazenovia MS Chorus,NYSSMA Cazenovia MSChorus,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Cazenovia MS Chorus,Southern End of Concourse Performance Area,FREE, 
3228,03/10/2016,12:00 PM,12:45 PM,MIOSM-Music In Our Schools Month  NYSSMA - NEST & M Jazz Ensemble - NYC DOE,NYSSMA Nest & M Jazz,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Nest & M Jazz Ensemble - NYC DOE,Southern End of Concourse Performance Area,FREE, 
3229,03/10/2016,1:00 PM,1:45 PM,MIOSM-Music In Our Schools Month  NYSSMA - Mexico Academy & CS,NYSSMA Mexico HS CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Mexico HS Vocal Jazz/Instrumental Jazz Ensemble - Mexico Academy & CS,Southern End of Concourse Performance Area,FREE, 
3223,03/09/2016,10:00 AM,2:00 PM,St. Patrick's Celebration on the Concourse,St. Patrick's Celebration,Top O' The Morning To Ya! Stop by for some luck 'o the Irish at today's St. Patrick's Celebration on the Concourse! Mazzone Hospitality is serving corned beef and cabbage and The Irish Voices will be filling in for Kevin McKrell who is unable to join us today! Here until 2pm.,Southern End of the Concourse,FREE, 
3155,03/09/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3225,03/07/2016,11:30 AM,12:30 PM,MIOSM-Music In Our Schools Month  NYSSMA - All State Jazz Performances,NYSSMA All State Jazz,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! The Joseph R. Sugar NYSSMA Day In Albany - All-State Vocal Jazz/Instrumental Jazz Performances,Southern End of Concourse Performance Area,FREE, 
3200,03/05/2016,10:00 AM,5:00 PM,Hannaford Kidz Expo,Kidz Expo,A jam-packed day of free entertainment and activities designed with your kids in mind!  Plus  the latest information parents need all in one convenient location - college savings  summer camps  health care  sports clubs  dance studios  and photographers  just to name a few.   2016 attractions include:The Berenstain Bears LIVE!  in Family Matters  the Musical Meet and Greets with Marvel Super Heroes Garrison Excelsior 501st Legion of Imperial Stormtroopers (Star Wars Costuming Group) The Theater Institute at Sage presenting The Stinky Cheese Man and Other Fairly Stupid Tales Performances by Dance Dimensions Toddler Zone Roaming Railroad presented by NYSUT Reptile Adventures More than 100 vendors Bounce rides  music  mini-golf  face painting and more!,Empire State Plaza Concourse,FREE, 
3184,03/05/2016,9:00 AM,11:00 AM,Learn to Skate Clinic,Learn to Skate, ,Empire State Plaza Ice Skate Rink,FREE- Pre Registration Required, 
3224,03/04/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Ossining UFSD,NYSSMA Ossining UFSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Ann M. Dorner MS Glee Club & Guitar Ensemble Ossining UFSD,Southern End of Concourse Performance Area,FREE, 
3221,03/04/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - East Aurora MS,NYSSMA East Aurora MS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!East Aurora MSChorus/Orchestra,Southern End of Concourse Performance Area,FREE, 
3222,03/04/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Lansingburgh CSD,NYSSMA Lansingburgh CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Lansingburgh CSD,Southern End of Concourse Performance Area,FREE, 
3217,03/03/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Shenendehowa CSD,NYSSMA Shenendehowa CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Shenendehowa CSD,Southern End of Concourse Performance Area,FREE, 
3219,03/03/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA -   Tamarac MS/HS Brunswick CSD,NYSSMA Brunswick CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Tamarac MS/HS Choirs/Jazz Band/Steel Drum Band - Brunswick CSD,Southern End of Concourse Performance Area,FREE, 
3219,03/03/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA -   Tamarac MS/HS Brunswick CSD,NYSSMA Brunswick CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Tamarac MS/HS Choirs/Jazz Band/Steel Drum Band - Brunswick CSD,Southern End of Concourse Performance Area,FREE, 
3220,03/03/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Northville MS Band/Chorus,NYSSMA Northville CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Northville MS Band/Chorus,Southern End of Concourse Performance Area,Free, 
3206,03/02/2016,12:00 PM,12:30 PM,Salute to Women's History Month - Women Artist in the ESP,Women Artist in the ESP,Women in the ESP Art Collection,Meet at the Vistior's Center at NOON, , 
3214,03/02/2016,11:30 AM,12:15 PM,MIOSM-Music In Our Schools Month  NYSSMA - Shaker HS N. Colonie CSD test,NYSSMA N. Colonie CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Shaker HS Orchestra/ Chorus/Wind Ensemble - N. Colonie  CSD,Southern End of Concourse Performance Area,FREE, 
3215,03/02/2016,12:25 PM,1:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - North Salem MS/HS CSD,NYSSMA North Salem CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! North Salem MS/HS Concert Band,Southern End of Concourse Performance Area,FREE, 
3216,03/02/2016,1:15 PM,2:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Wm. S. Hackett MS Chorus Albany CSD,NYSSMA Albany CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent! Wm. S. Hackett MS Chorus - Albany CSD,Southern End of Concourse Performance Area,FREE, 
3191,03/02/2016,12:00 PM,12:30 PM,Curatorial Art Tour - Empire State Plaza Collection,ESP Art Tour,"Tours will be every 1st Wednesday of the Month.  These are ""lunch-time"" tours - from 12:00 PM to 12:30 PM.  You will see and learn about the pieces from Empire State Plaza Art Collection.",MEET at NOON at the Visitor's Center on the Concourse,FREE, 
3155,03/02/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3210,03/01/2016,11:30 AM,12:00 PM,MIOSM-Music In Our Schools Month  NYSSMA - Pine Plains CSD,NYSSMA Pine Plains CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Stissing Mountain MS Chorus - Pine Plains CSD,Southern End of Concourse Performance Area,Free, 
3213,03/01/2016,12:25 PM,1:15 PM,MIOSM-Music In Our Schools Month  NYSSMA Chappaqua CSD,NYSSMA Chappaqua CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!Horace Greeley HS String Orchesttra/Concert Band - Chappaqua CSD,Southern End of Concourse Performance Area,FREE, 
3202,02/29/2016, , ,Empire State Plaza Art Collection & NYS Harlem Art Collection,ESP Art Collection,African American Artists: Highlights from the Empire State Plaza Art Collection andNew York States Harlem Art Collection on view on the North Concourse through February 29th 2016.,,FREE, 
3179,02/28/2016,3:00 PM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3093,02/27/2016,7:00 AM,2:00 PM,2016 - Albany Cystic Fibrosis Stair Climb,2016 CF Stair Climb,Come raise money and get your teams together for the 809 steps at the Corning Tower. For more information call 518-453-3583,Corning Tower Concourse,Pre-registration required., 
3179,02/25/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3179,02/24/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3155,02/24/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3199,02/18/2016,5:00 PM,8:00 PM,Free Thursday Skate Rentals by Sunmark,Sunmark FREE Skate Thurs,Come and skate for FREE on THURSDAY night - Rentals PLUS free HOT CHOCOLATE - What a deal!  And a great time!,Ice Rink at the Empire State Plaza,FREE FREE FREE, 
3155,02/17/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3179,02/16/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3179,02/14/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3198,02/14/2016,11:00 AM,8:00 PM,Valentine's Day on the Ice,Valentine's Day,Love is in the air at the Empire State Plaa!  Enjoy a romantic skate on Valentine's Day with your sweetheart.,Empire State Plaza Ice Rink,Free, 
3179,02/13/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
2828,03/26/2014,9:00 am,4:00 pm,Tax Dept e-filing,Tax e-filing, ,North Concourse Key Bank, , 
3155,02/10/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3196,02/10/2016,10:000 AM,2:00 PM,Cupid's Concourse,Cupid's Concourse,Find the perfect gift for that special someone in your life! Stop by the Empire State Plaza Concourse for unique Valentine's Day gifts and pick up ingredients from the Farmers Market to cook up a romantic dinner for two.,South End of the Concourse at the Empire State Plaza,Free to Attend, 
3190,02/10/2016,12:00 PM,12:30 PM,Curatorial Art Tour - Harlem Collection works,Curatorial Art Tour,"Take a tour of the selected Harlem Collection.  Future tours will be every 1st Wednesday of the Month.  These are ""lunch-time"" tours - from 12:00 PM to 12:30 PM.  You will see the pieces from Empire State Plaza Art Collection.",MEET at NOON at the Visitor's Center on the Concourse,FREE, 
3194,02/09/2016,11:00 AM,8:00 PM,Mardis Gras at the Ice Rink,Mardis Gras on the Ice,The spirit of New Orleans comes alive at the Empire Skate Plaza! We're celebrating Fat Tuesday with Mardis Gras beads (free with each skate rental purchased). Come skate to the sweet sounds of New Orleans Jazz!,Empire State Plaza Ice Rink,Free, 
3193,02/07/2016,11:00 AM,8:00 PM,Super Skate Sunday,Super Skate Sunday,Wear your favorite teams' jersey and skate to some winning tunes on the ice!,Empire State Plaza Ice Rink,FREE, 
3192,02/06/2016,9:00 AM,11:00 AM,Learn to Skate Clinic,Learn to Skate Clinic,Clinics offered at 9:00am and 10:00am. Free skate rentals offered to participants. Presented FREE by BlueShield of Northeastern NY and hosted by the Hudson Mohawk Figure Skating Club.,Empire State Plaza Ice Rink,Free - Pre-Registration, 
3189,02/03/2016,10:00 AM,2:00 PM,Black History Month Cultrual Expo and Vendor Fair,BHM Cultural Expo,This event will feature:Underground Railroad Exhibit  Historical Reenactment Special Performances and Presentations  Craft Vendors  Ethnic Food  Community Organization Exhibits,Empire State Plaza South Concourse,FREE, 
3155,02/03/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3179,02/03/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3188,02/02/2016,6:00 PM,8:00 PM,Black History Month Observance- African American Artists,Black History Month,Please join us for a panel discussion exploring the works of Plaza Art Collection Artists Al Loving Jr.  William T. Williams and selections from New York State's Harlem Art Collection (which will be on the North Concourse through February 29th).  There will be moderator and Panelist which include Mara Loving  Danny Simmons  Barbara Zuber and more.,Empire State Plaza South Concourse - Near the Madison Avenue Entrance,Free, 
3155,01/27/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3187,01/26/2016,1:00 PM,5:00 PM,Southern States Pet Expo,Pet Expo,The Southern States Pet Expo is a wholesale customer only event held by Southern States Cooperative. This one day event highlights our large selection of pet supplies and feeds that we offer for sale to our Independent Dealer Network including our Agway branded dealers.  The show features about 75 suppliers  showcasing thousands of pet products.  Southern States Cooperative is one of the nations largest farmer-owned cooperative based in Richmond  Virginia. Our distribution network serves independent dealers in over twenty-five states.,Empire State Plaza Convention Center,Pre-Registration / Invite Only, 
3185,01/24/2016,9:00 AM,3:00 PM,NYS Arms Collectors Association,NYS Arms Collectors Assoc,Come check out the large collection of Arms for show and sale.  The Albany Gun Show will be held on Jan 23rd - 24th  2016 in Albany  New York. This Albany gun show is held at Empire State Plaza Convention Center and hosted by New York State Arms Collectors Association of New York. All federal  state and local firearm ordinances and laws must be obeyed.,Convention Center,General Admission $7.00  Children 12 and under Free  Seniors $5.00, 
3185,01/23/2016,9:00 AM,5:00 PM,NYS Arms Collectors Association,NYS Arms Collectors Assoc,Come check out the large collection of Arms for show and sale.  The Albany Gun Show will be held on Jan 23rd - 24th  2016 in Albany  New York. This Albany gun show is held at Empire State Plaza Convention Center and hosted by New York State Arms Collectors Association of New York. All federal  state and local firearm ordinances and laws must be obeyed.,Convention Center,General Admission $7.00  Children 12 and under Free  Seniors $5.00, 
3155,01/20/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3161,01/18/2016,9:30 AM,11:30 PM,2016 MLK Memorial Observance,MLK Memorial Observance,Volunteer Fair  Quilts Display  Children's Art and Essay Display  Food Drive  Literacy Drive  Career Fair and so much more to celebrate and remember  celebrate and ACT!  Share the Dream!,Empire State Plaza Convention Center,FREE, 
3179,01/18/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3179,01/16/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3155,01/13/2016,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3179,01/10/2016,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
